beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
beer flavorless,1.0,beer tame,1.0,bartend beer,2.0,beer vari,3.0,ish beer,3
beer heavi,1.0,hype beer,1.0,beer ambianc,2.0,could beer,3.0,fast beer,3
mainten beer,1.0,roll beer,1.0,notaddther beer,2.0,put beer,3.0,beer mango,3
allow beer,1.0,beer drop,1.0,beer extra,2.0,opinion beer,3.0,beer pretzel,3
guzzl beer,1.0,beer sam,1.0,beer world,2.0,kept beer,3.0,neon beer,3
beer comprehend,1.0,complaint beer,1.0,beer outrag,2.0,butter beer,3.0,beer thursday,3
beer anther,1.0,notaddin beer,1.0,notaddarea beer,2.0,negat beer,3.0,beer satisfi,3
beer drop,1.0,beer stand,1.0,advertis beer,2.0,beer fianc,3.0,tuesday beer,3
notaddgirl beer,1.0,beer insipid,1.0,beer heard,2.0,prici beer,3.0,beer find,3
beer million,1.0,part beer,1.0,dissapoint beer,2.0,beer round,3.0,beer listen,3
realli beer,1.0,beer bounc,1.0,trappist beer,2.0,beer hope,3.0,beer googl,3
beer perhap,1.0,beer share,1.0,guest beer,2.0,beer base,3.0,beer gonna,3
coast beer,1.0,hell beer,1.0,pumpkin beer,2.0,bad beer,3.0,beer pork,3
beer boast,1.0,beer despit,1.0,known beer,2.0,beer milkshak,3.0,club beer,3
beer tub,1.0,con beer,1.0,beer dessert,2.0,beer book,3.0,slider beer,3
breweri beer,1.0,beer waiteress,1.0,beer platter,2.0,beer dip,3.0,surpris beer,3
right beer,1.0,beer whiski,1.0,tier beer,2.0,beer per,3.0,beer corona,3
beer yellow,1.0,ass beer,1.0,beer sierra,2.0,beer menus,3.0,beer luck,3
plop beer,1.0,beer drunk,1.0,multipl beer,2.0,beer doubl,3.0,tonic beer,3
beer strong,1.0,gf beer,1.0,beer junki,2.0,beer advertis,3.0,dad beer,3
notaddus beer,1.0,notaddeith beer,1.0,beer crowd,2.0,prefer beer,3.0,direct beer,3
beer attitud,1.0,beer upon,1.0,plus beer,2.0,beer notaddbest,3.0,beer stuff,3
beer earli,1.0,front beer,1.0,consid beer,2.0,beer tempura,3.0,beer bloodi,3
quiet beer,1.0,beer fact,1.0,carri beer,2.0,beer vodka,3.0,call beer,3
beer notaddbusi,1.0,thank beer,1.0,beer seen,2.0,bomb beer,3.0,beer tv,3
beer mixer,1.0,beer notadddark,1.0,chose beer,2.0,beer fabul,3.0,olympia beer,3
beer etc,1.0,prime beer,1.0,beer pay,2.0,extra beer,3.0,beer entre,3
budget beer,1.0,beer wouldnt,1.0,paid beer,2.0,nut beer,3.0,expand beer,3
beer tea,1.0,beer soft,1.0,real beer,2.0,beer strawberri,3.0,notadddrink beer,3
amaz beer,1.0,beer hang,1.0,beer help,2.0,hang beer,3.0,beer case,3
souvenir beer,1.0,beer cuss,1.0,king beer,2.0,notaddb beer,3.0,beer saw,3
beer bull,1.0,beer studi,1.0,beer sorri,2.0,pack beer,3.0,beer yeah,3
pass beer,1.0,adam beer,1.0,beer notaddbefor,2.0,vodka beer,3.0,beer boot,3
beer nerv,1.0,beer dozen,1.0,beer recent,2.0,hold beer,3.0,expens beer,3
beer step,1.0,bull beer,1.0,beer quit,2.0,beer glaze,3.0,notaddyet beer,3
skewer beer,1.0,beer conveni,1.0,correct beer,2.0,divers beer,3.0,would beer,3
suck beer,1.0,pm beer,1.0,cook beer,2.0,sweet beer,3.0,beer slot,3
notaddcustom beer,1.0,beer notaddworst,1.0,right beer,2.0,beer mustard,3.0,dozen beer,3
inch beer,1.0,beer slight,1.0,beer yard,2.0,brown beer,3.0,beer finish,3
beer kin,1.0,warmer beer,1.0,beer wow,2.0,beer everywher,3.0,beer omg,3
beer side,1.0,beer addit,1.0,beer cultur,2.0,beer various,3.0,whiski beer,3
irrit beer,1.0,trappist beer,1.0,rate beer,2.0,beer hey,3.0,brand beer,3
close beer,1.0,beer slow,1.0,coor beer,2.0,hey beer,3.0,beer notaddusu,3
touch beer,1.0,beer rough,1.0,thirsti beer,2.0,beer tour,3.0,pie beer,3
beer aw,1.0,lol beer,1.0,beer slider,2.0,beer notaddmuch,3.0,beer glaze,3
beer act,1.0,women beer,1.0,beer high,2.0,beer problem,3.0,beer win,3
beer erica,1.0,beer cheapest,1.0,beer often,2.0,highlight beer,3.0,notaddm beer,3
beer back,1.0,beer notaddcom,1.0,beer section,2.0,beer coffe,3.0,host beer,3
turn beer,1.0,jalapeño beer,1.0,rice beer,2.0,beer temperatur,3.0,simpl beer,3
beer immedi,1.0,left beer,1.0,proclaim beer,2.0,beer number,3.0,veggi beer,3
beer whole,1.0,notaddflavor beer,1.0,beer consum,2.0,summer beer,3.0,chip beer,3
notaddbreweri beer,1.0,morn beer,1.0,skip beer,2.0,notadddrink beer,3.0,beer comfort,3
beer flak,1.0,beer settl,1.0,beer outsid,2.0,beer stella,3.0,specif beer,3
beer world,1.0,beer stain,1.0,parti beer,2.0,hate beer,3.0,brat beer,3
beer evel,1.0,notaddplac beerhaus,1.0,pick beer,2.0,twist beer,3.0,pound beer,3
patio beer,1.0,beerhaus blow,1.0,beer claim,2.0,decor beer,3.0,waitress beer,3
beer mob,1.0,notaddloc beer,1.0,beer mug,2.0,raspberri beer,3.0,btw beer,3
sauc beer,1.0,complain beer,1.0,hole beer,2.0,beer munchi,3.0,happi beer,3
foremost beer,1.0,beer truli,1.0,guess beer,2.0,beer wonder,3.0,beer wheat,3
knock beer,1.0,beer patio,1.0,beer keep,2.0,beer continu,3.0,beer chines,3
beer nobodi,1.0,beer bud,1.0,beer poach,2.0,beer imagin,3.0,owner beer,3
beer flow,1.0,beer promo,1.0,thai beer,2.0,beer feel,3.0,beer golden,3
skeptic beer,1.0,weak beer,1.0,beer smoke,2.0,fruit beer,3.0,saw beer,3
beer bland,1.0,notaddmuch beer,1.0,realiz beer,2.0,dart beer,3.0,name beer,3
beer polit,1.0,beer sierra,1.0,rotat beer,2.0,last beer,3.0,beer mecca,3
gun beer,1.0,binder beer,1.0,beer sale,2.0,guest beer,3.0,beer bet,3
skip beer,1.0,accord beer,1.0,rare beer,2.0,notch beer,3.0,satisfi beer,3
notaddwa beer,1.0,buzz beer,1.0,order beerhaus,2.0,beer ridicul,3.0,artisan beer,3
hey beer,1.0,beer notaddto,1.0,staff beer,2.0,beer girlfriend,3.0,beer infus,3
beer hr,1.0,premier beer,1.0,beer caus,2.0,organ beer,3.0,nevada beer,3
didint beer,1.0,beer infus,1.0,notaddbar beer,2.0,happen beer,3.0,countless beer,3
edibl beer,1.0,incorrect beer,1.0,incorrect beer,2.0,groupon beer,3.0,beer smithwick,3
beer dispens,1.0,pepsi beer,1.0,today beer,2.0,beer bud,3.0,inexpens beer,3
beer away,1.0,beer larg,1.0,beer music,2.0,almost beer,3.0,beer howev,3
beer crappi,1.0,beer unlimit,1.0,beer notaddin,2.0,beer parti,3.0,beer grant,3
beer screw,1.0,beer qualiti,1.0,beer casino,2.0,beer constant,3.0,beer bf,3
addit beer,1.0,pick beer,1.0,attent beer,2.0,hell beer,3.0,delight beer,3
loud beer,1.0,beer mark,1.0,beer wo,2.0,beer regular,3.0,descript beer,3
beer becam,1.0,beer public,1.0,wonder beer,2.0,lager beer,3.0,beer lobster,3
snide beer,1.0,suprem beer,1.0,beer spici,2.0,someth beer,3.0,beer sin,3
danc beer,1.0,beer event,1.0,simpl beer,2.0,beer morn,3.0,beer aficionado,3
beer past,1.0,beer sound,1.0,bitter beer,2.0,beer consid,3.0,sound beer,3
pastic beer,1.0,prici beer,1.0,beer aluminum,2.0,beer absolut,3.0,beer advoc,3
four beer,1.0,beer contradict,1.0,hate beer,2.0,advantag beer,3.0,beer flat,3
dark beer,1.0,beer deni,1.0,hubbi beer,2.0,enorm beer,3.0,beer owner,3
despis beer,1.0,packet beer,1.0,notaddth beer,2.0,beer cellar,3.0,beer jalapeno,3
finer beer,1.0,beer big,1.0,train beer,2.0,anyway beer,3.0,fruiti beer,3
nonalcohol beer,1.0,beer french,1.0,beer catch,2.0,nation beer,3.0,combin beer,3
wont beer,1.0,halftim beer,1.0,ran beer,2.0,casual beer,3.0,win beer,3
beer anyway,1.0,switch beer,1.0,nasti beer,2.0,besid beer,3.0,joe beer,3
besid beer,1.0,beer oh,1.0,hold beer,2.0,trip beer,3.0,beer champagn,3
beer mac,1.0,beer wash,1.0,claim beer,2.0,beer sad,3.0,beer truli,3
stuck beer,1.0,beer acoh,1.0,beer red,2.0,beer straight,3.0,beer disappoint,3
beer handl,1.0,beer thyme,1.0,beer last,2.0,beer unbeliev,3.0,beer mention,3
fellow beer,1.0,question beer,1.0,alon beer,2.0,book beer,3.0,beer unbeliev,3
heart beer,1.0,beer non,1.0,scene beer,2.0,beer guacamol,3.0,book beer,3
bit beer,1.0,beer larger,1.0,asian beer,2.0,rice beer,3.0,beer guest,3
cheer beer,1.0,beer save,1.0,surpris beer,2.0,beer score,3.0,except beer,3
beer ridicul,1.0,beer knew,1.0,intern beer,2.0,tea beer,3.0,close beer,3
die beer,1.0,beer kellerwi,1.0,stay beer,2.0,beer omg,3.0,beer noth,3
repeat beer,1.0,appreci beer,1.0,someon beer,2.0,pop beer,3.0,noth beer,3
beer stockord,1.0,beer british,1.0,beer liter,2.0,beer mule,3.0,certain beer,3
beer tini,1.0,notaddwat beer,1.0,beer social,2.0,hubbi beer,3.0,beer similar,3
beer wow,1.0,beer foam,1.0,beer terribl,2.0,weiss beer,3.0,beer patio,3
aluminum beer,1.0,beer approxim,1.0,beer crap,2.0,beer bet,3.0,beer hop,3
beer cuz,1.0,beer slang,1.0,beer temp,2.0,beer charg,3.0,prefer beer,3
cap beer,1.0,slang beer,1.0,beer bud,2.0,beer sandwich,3.0,beer grapefruit,3
beer shelf,1.0,beer pure,1.0,pbr beer,2.0,casino beer,3.0,third beer,3
juic beer,1.0,odd beer,1.0,beer warmer,2.0,beer surpris,3.0,tour beer,3
beer notaddth,1.0,professor beer,1.0,cheddar beer,2.0,beer hh,3.0,beer room,3
beer super,1.0,beer hamm,1.0,browni beer,2.0,beer sign,3.0,beer rank,3
beer grill,1.0,beer darn,1.0,beer day,2.0,beer general,3.0,beer decor,3
beer cadillac,1.0,beer deal,1.0,flat beer,2.0,beer stop,3.0,beer interest,3
beer apolog,1.0,thousand beer,1.0,hotel beer,2.0,fav beer,3.0,notaddbar beer,3
wors beer,1.0,beer imagin,1.0,beer particular,2.0,xx beer,3.0,spend beer,3
beer mood,1.0,realiz beer,1.0,tip beer,2.0,coast beer,3.0,asada beer,3
fat beer,1.0,nickl beer,1.0,beer side,2.0,signatur beer,3.0,notaddgood beer,3
beer uninspir,1.0,cent beer,1.0,beer asid,2.0,knight beer,3.0,beer signatur,3
beer goggl,1.0,preform beer,1.0,beer everi,2.0,beer sever,3.0,notaddit beer,3
make beer,1.0,beer world,1.0,beer anyth,2.0,beer stout,3.0,pepper beer,3
beer michelada,1.0,yeah beer,1.0,notaddgood beer,2.0,thai beer,3.0,unusu beer,3
cost beer,1.0,beer tvs,1.0,rasberri beer,2.0,slam beer,3.0,beer today,3
beer owner,1.0,notaddwhatsoev beer,1.0,beer steak,2.0,fish beer,3.0,believ beer,3
beer new,1.0,beer whether,1.0,beer view,2.0,beer sound,3.0,beer divers,3
ower beer,1.0,beer blaaargh,1.0,six beer,2.0,fruiti beer,3.0,notaddher beer,3
hairlin beer,1.0,bum beer,1.0,tremend beer,2.0,chang beer,3.0,beer happen,3
beer nitro,1.0,beer real,1.0,jalapeño beer,2.0,beer addict,3.0,beer kinda,3
rd beer,1.0,dude beer,1.0,beer enthusiast,2.0,feed beer,3.0,portion beer,3
dam beer,1.0,beer long,1.0,hatch beer,2.0,beer alon,3.0,beer clear,3
notadddrink beer,1.0,beer um,1.0,beer bbq,2.0,beer oyster,3.0,non beer,3
pedestrian beer,1.0,beer flip,1.0,fountain beer,2.0,happi beer,3.0,beer complex,3
russian beer,1.0,page beer,1.0,homemad beer,2.0,beer ate,3.0,beer coldest,3
beer save,1.0,beer kept,1.0,home beer,2.0,beer hefe,3.0,beer fast,3
beer absolut,1.0,beer becam,1.0,beer mind,2.0,floor beer,3.0,entre beer,3
beer type,1.0,hair beer,1.0,beer cant,2.0,call beer,3.0,actual beer,3
shrug beer,1.0,beer honest,1.0,beer chocol,2.0,beer seven,3.0,beer view,3
beer hello,1.0,beer smile,1.0,uh beer,2.0,beer sangria,3.0,creek beer,3
fair beer,1.0,beer station,1.0,bean beer,2.0,yum beer,3.0,yes beer,3
king beer,1.0,beer draught,1.0,beer easi,2.0,cost beer,3.0,stick beer,3
beer within,1.0,notaddreview beer,1.0,beer sell,2.0,everyon beer,3.0,banana beer,3
bacon beer,1.0,aw beer,1.0,beer destroy,2.0,beer sometim,3.0,beer truffl,3
beer wench,1.0,beer young,1.0,potato beer,2.0,beer tvs,3.0,wall beer,3
thought beer,1.0,worst beer,1.0,purchas beer,2.0,chocol beer,3.0,attitud beer,3
beer bf,1.0,beer planet,1.0,beer hummus,1.0,beer compani,3.0,beer crave,3
beer tortilla,1.0,weekend beer,1.0,foosbal beer,1.0,ring beer,3.0,accommod beer,3
peopl beer,1.0,beer fellow,1.0,discript beer,1.0,pound beer,3.0,beer consid,3
remov beer,1.0,beer hassl,1.0,beer profil,1.0,beer lobster,3.0,beer stiff,3
card beer,1.0,beer normal,1.0,inexpens beer,1.0,beer warm,3.0,man beer,3
beer locat,1.0,hottest beer,1.0,beer gourmet,1.0,larger beer,3.0,nitro beer,3
beer line,1.0,beer state,1.0,mari beer,1.0,beer yeah,3.0,beer dish,3
wall beer,1.0,wonder beer,1.0,beer fenc,1.0,picki beer,3.0,cover beer,3
given beer,1.0,beer prior,1.0,beer excus,1.0,th beer,3.0,beer footbal,3
beer cigarett,1.0,work beer,1.0,everyon beer,1.0,ass beer,3.0,beer handl,3
beer nope,1.0,beer advertis,1.0,beer someon,1.0,beer grub,3.0,beerhaus has,3
beer notadda,1.0,threw beer,1.0,beer summer,1.0,beer enough,3.0,fanci beer,3
glaze beer,1.0,beer member,1.0,beer mistaken,1.0,beer concoct,3.0,beer guess,3
beer brais,1.0,bread beer,1.0,agre beer,1.0,scotch beer,3.0,beer draught,3
fresh beer,1.0,notaddgirl beer,1.0,beer sake,1.0,hole beer,3.0,combo beer,3
load beer,1.0,beer piec,1.0,beer kronenbourg,1.0,refil beer,3.0,beer chug,3
la beer,1.0,beer machin,1.0,beer cotton,1.0,beer week,3.0,beer singha,3
mexican beer,1.0,notaddmix beer,1.0,beermosa get,1.0,beer room,3.0,dip beer,3
beer pink,1.0,girlfriend beer,1.0,usual beer,1.0,premium beer,3.0,beer beerhaus,3
hazi beer,1.0,ever beer,1.0,slider beer,1.0,beer expert,3.0,beerhaus locat,3
beer grab,1.0,arbi beer,1.0,downer beer,1.0,beer busi,3.0,beer haus,3
drive beer,1.0,build beer,1.0,beer dawn,1.0,beer prime,3.0,plethora beer,3
beer notaddto,1.0,beer pair,1.0,beer notaddfor,1.0,micro beer,3.0,peach beer,3
beer fcking,1.0,beer banana,1.0,beer drag,1.0,either beer,3.0,beer tend,3
split beer,1.0,beer heavi,1.0,roll beer,1.0,notaddal beer,2.0,found beerhaus,3
bro beer,1.0,beer unimpress,1.0,beer lemon,1.0,drink beermosa,2.0,recommend beerhaus,3
everyon beer,1.0,beer steal,1.0,beer tipabout,1.0,entranc beer,2.0,food beerhaus,3
beer correct,1.0,beer qualifi,1.0,kale beer,1.0,notaddon beer,2.0,beer collect,3
work beer,1.0,beer follow,1.0,silli beer,1.0,beer entre,2.0,famili beer,3
whether beer,1.0,beer put,1.0,plus beermosa,1.0,arriv beer,2.0,beer seven,3
beer luke,1.0,clean beer,1.0,beermosa michelada,1.0,beer micro,2.0,beer loud,3
room beer,1.0,jack beer,1.0,pot beer,1.0,booz beer,2.0,chug beer,3
beer geez,1.0,paella beer,1.0,neighborhood beer,1.0,beer pull,2.0,beer inexpens,3
waitress beer,1.0,beer commemor,1.0,beer blister,1.0,station beer,2.0,beer excit,3
beer mid,1.0,supermarket beer,1.0,beer plastic,1.0,cake beer,2.0,share beer,3
finger beer,1.0,crazi beer,1.0,eccentr beer,1.0,bodi beer,2.0,could beer,3
beer weekend,1.0,beer namesak,1.0,chatter beer,1.0,beer real,2.0,handcraft beer,3
instead beer,1.0,beer standard,1.0,beer near,1.0,korean beer,2.0,vibe beer,3
beer notaddbad,1.0,beer firebal,1.0,beer moscow,1.0,crappi beer,2.0,beer destin,3
quit beer,1.0,impress beer,1.0,stain beer,1.0,tempura beer,2.0,beer menus,3
snob beer,1.0,beer slink,1.0,beer hole,1.0,citrus beer,2.0,welcom beer,3
fizzi beer,1.0,slipper beer,1.0,figur beer,1.0,beer stone,2.0,beer speak,3
beer swear,1.0,beer wurst,1.0,beer diet,1.0,notaddit beer,2.0,park beer,3
buzz beer,1.0,follow beer,1.0,beer wrong,1.0,beer tuesday,2.0,stone beer,3
beer infuri,1.0,fairoak beer,1.0,version beer,1.0,beer miller,2.0,spill beer,3
beer meanwhil,1.0,beer rd,1.0,shrimp beer,1.0,bottomless beermosa,2.0,endless beer,3
meanwhil beer,1.0,sake beer,1.0,beer forgotten,1.0,seem beer,2.0,beer walk,3
piec beer,1.0,beer thingi,1.0,salt beer,1.0,sake beer,2.0,mine beer,3
beer style,1.0,wall beer,1.0,march beer,1.0,throw beer,2.0,unicorn beer,3
beer salt,1.0,stormi beer,1.0,vers beer,1.0,beer whiski,2.0,beer irish,3
beer far,1.0,ice beer,1.0,spin beer,1.0,job beer,2.0,beer skip,3
beer eight,1.0,beer pain,1.0,beer flick,1.0,bitter beer,2.0,beer rest,3
beer notaddit,1.0,beer deliv,1.0,beer ahi,1.0,beer coor,2.0,begin beer,3
beer diet,1.0,favor beer,1.0,beer cheeseburg,1.0,major beer,2.0,beer ace,3
discard beer,1.0,beer frost,1.0,beer notaddsecond,1.0,beer hockey,2.0,beer sold,3
beer equal,1.0,impress rootbeer,1.0,neither beer,1.0,class beer,2.0,either beer,3
steam beer,1.0,rootbeer float,1.0,beer giant,1.0,handcraft beer,2.0,beer hitachino,3
beer juan,1.0,venetian beer,1.0,waa beer,1.0,beer upon,2.0,beer west,3
beer nasti,1.0,beer tray,1.0,fare beer,1.0,notaddnot beer,2.0,age beer,3
beer ferment,1.0,beer respect,1.0,beer whatnot,1.0,seri beer,2.0,beer belli,3
beer band,1.0,etc beer,1.0,sloppi beer,1.0,consum beer,2.0,beer pricey,3
merican beer,1.0,okay beer,1.0,beer woodfir,1.0,beer sent,2.0,beer later,3
beer open,1.0,beer citi,1.0,sticki beer,1.0,beer limit,2.0,beer exact,3
beer allur,1.0,pair beer,1.0,beer floor,1.0,beer rare,2.0,beer deliv,3
cater beer,1.0,beer utensil,1.0,notaddfriend beer,1.0,beer shoot,2.0,crisp beer,3
appetit beer,1.0,rude beer,1.0,beer cc,1.0,beer cup,2.0,maiden beer,3
beer tripl,1.0,notaddmargarita beer,1.0,beer friday,1.0,beermosa michelada,2.0,beer board,3
partial beer,1.0,beer cheaper,1.0,beer therefor,1.0,help beer,2.0,beer puerco,3
beer timetogo,1.0,notaddup beer,1.0,notaddord beer,1.0,beer suppos,2.0,beer serious,3
beer coupon,1.0,beer tight,1.0,hamburg beer,1.0,minut beer,2.0,ad beer,3
beer cap,1.0,beer mug,1.0,beer thank,1.0,beer refil,2.0,beer bust,3
rubberi beer,1.0,qucik beer,1.0,beer commit,1.0,trash beer,2.0,set beer,3
notaddat notaddbeerhaus,1.0,beer scoop,1.0,wait beer,1.0,beer wednesday,2.0,microbreweri beer,3
notaddbeerhaus basic,1.0,standard beer,1.0,opposit beer,1.0,cute beer,2.0,beer home,3
beer everyon,1.0,beer mysteri,1.0,beer sever,1.0,follow beer,2.0,brew rootbeer,3
plus beer,1.0,glaze beer,1.0,beer pickl,1.0,connect beer,2.0,fire beer,2
beer stoli,1.0,comfort beer,1.0,beer jumbo,1.0,mimosa beermosa,2.0,legit beer,2
friggin beer,1.0,beer draw,1.0,thought beer,1.0,week beer,2.0,beer japan,2
beer notaddgood,1.0,peanut beer,1.0,beer corni,1.0,beer combo,2.0,less beer,2
tonic beer,1.0,beer freakin,1.0,beer gulp,1.0,mustard beer,2.0,beer releas,2
bye beerhaus,1.0,beer zero,1.0,anyway beer,1.0,beer attent,2.0,notaddb beer,2
shoulder beerhaus,1.0,nectar beer,1.0,unsur beer,1.0,beer soup,2.0,normal beer,2
beerhaus staff,1.0,basketbal beer,1.0,requir beer,1.0,beer rock,2.0,beer complain,2
experi beerhaus,1.0,belgium beer,1.0,beer byte,1.0,forgot beer,2.0,adventur beer,2
beerhaus noth,1.0,beer valid,1.0,behold beer,1.0,frosti beer,2.0,basic beer,2
trappist beer,1.0,neophyt beer,1.0,beer michelada,1.0,beer truli,2.0,jumbo beer,2
beer carri,1.0,point beer,1.0,beg beer,1.0,beer recal,2.0,shop beer,2
untouch beer,1.0,beer varieti,1.0,beermosa mimosa,1.0,beer pack,2.0,particular beer,2
beer wide,1.0,normal beer,1.0,beer extraordinarili,1.0,believ beer,2.0,rose beer,2
beer pleas,1.0,beer notaddi,1.0,apricot beer,1.0,beer elsewher,2.0,eye beer,2
beerhaus owner,1.0,pull beerspretti,1.0,beer drop,1.0,beer joint,2.0,beer killer,2
beer slider,1.0,beerspretti cool,1.0,beer shower,1.0,michelada beer,2.0,beer promot,2
beer speical,1.0,chugg beer,1.0,next beer,1.0,festiv beer,2.0,notut beer,2
afternoon beer,1.0,beer stipul,1.0,beer villag,1.0,sometim beer,2.0,beer overwhelm,2
beer consist,1.0,beer run,1.0,beer dart,1.0,beer stein,2.0,beer busi,2
budda beer,1.0,anyth beer,1.0,beer fals,1.0,beer sunday,2.0,beer complimentari,2
beer rememb,1.0,could beer,1.0,beer flat,1.0,beer entertain,2.0,beer crazi,2
beer god,1.0,beer downstair,1.0,notaddtonight beer,1.0,apricot beer,2.0,beer believ,2
notaddavoid beer,1.0,enough beer,1.0,beer justifi,1.0,aioli beer,2.0,give beer,2
beer espresso,1.0,mayb beer,1.0,tat beer,1.0,daili beer,2.0,michelada beermosa,2
ever beer,1.0,syrup beer,1.0,beer hip,1.0,beer thursday,2.0,beer blanc,2
season beer,1.0,bc beer,1.0,men beer,1.0,beer miss,2.0,beer saki,2
christma beer,1.0,porter beer,1.0,trash beer,1.0,nevada beer,2.0,beer gourmet,2
beer lifeless,1.0,bit beer,1.0,beer fatti,1.0,beer environ,2.0,beer life,2
beer pop,1.0,beer fanat,1.0,beer push,1.0,outdat beer,2.0,notaddglass beer,2
style beerhaus,1.0,beer nitro,1.0,beer given,1.0,indian beer,2.0,educ beer,2
beerhaus german,1.0,beer alot,1.0,ugli beer,1.0,stripe beer,2.0,beermosa bloodi,2
beer may,1.0,beer wild,1.0,beer notaddspendi,1.0,cheapest beer,2.0,moon beer,2
chees beer,1.0,beer specif,1.0,beer welcom,1.0,alright beer,2.0,beer calamari,2
fix beer,1.0,afford beer,1.0,happi beer,1.0,beer prompt,2.0,beer smell,2
beer live,1.0,beer brewpub,1.0,notaddup beer,1.0,beer major,2.0,cheapest beer,2
beer woke,1.0,beerhaus use,1.0,appli beer,1.0,dancer beer,2.0,beer hour,2
notaddcook beer,1.0,notadddud beer,1.0,notaddi beer,1.0,beer life,2.0,beer militari,2
slow beer,1.0,beer notaddwhat,1.0,bland beer,1.0,beer tuna,2.0,beer perspect,2
beer pkwi,1.0,beerhaus great,1.0,beer awhil,1.0,dip beer,2.0,beer exceed,2
beer sin,1.0,tout beer,1.0,khouri beer,1.0,portion beer,2.0,end beer,2
beer potato,1.0,beer peroni,1.0,beer manufactur,1.0,beer blanch,2.0,random beer,2
tabletop beer,1.0,strawberri beer,1.0,beer bail,1.0,notaddt beer,2.0,deserv beer,2
beer cull,1.0,beer inform,1.0,tradit beer,1.0,tv beer,2.0,greatest beer,2
beer term,1.0,nv beer,1.0,beer breather,1.0,fair beer,2.0,largest beer,2
yes beer,1.0,corpor beer,1.0,beer hmmm,1.0,foreign beer,2.0,hand beer,2
expans beer,1.0,beer clientel,1.0,poker beer,1.0,five beer,2.0,beer beyond,2
beer canmak,1.0,surpris beer,1.0,cheesi beer,1.0,complement beer,2.0,hookah beer,2
unexcit beer,1.0,beer chug,1.0,dub beergarita,1.0,beer notaddpricey,2.0,beer loveladi,2
beer haha,1.0,thai beer,1.0,beergarita guess,1.0,idea beer,2.0,hung beer,2
beer notaddserv,1.0,authent beer,1.0,puddl beer,1.0,beer purchas,2.0,beer notaddbefor,2
beer compar,1.0,outrag beer,1.0,notaddpatio beer,1.0,mediocr beer,2.0,beer chat,2
beer situat,1.0,overal beer,1.0,mine beer,1.0,asid beer,2.0,beer khouri,2
believ beer,1.0,beer notaddshabbi,1.0,band beer,1.0,beer delight,2.0,eclect beer,2
manag beerhaus,1.0,sens beer,1.0,beer becam,1.0,beer thirti,2.0,terribl beer,2
beerhaus left,1.0,beer hear,1.0,becam beer,1.0,ingredi beer,2.0,beer comp,2
beer myvega,1.0,futur beer,1.0,lineup beer,1.0,beer combin,2.0,beer tyler,2
coin beer,1.0,beer sometim,1.0,beer jagerbomb,1.0,beer separ,2.0,version beer,2
leather beer,1.0,beer giraff,1.0,cocoa beer,1.0,life beer,2.0,limit beer,2
rogu beer,1.0,weight beer,1.0,beer closest,1.0,spirit beer,2.0,beer occas,2
markup beer,1.0,skill beer,1.0,beer greek,1.0,beer wise,2.0,beer despit,2
beer ooh,1.0,board beer,1.0,sign beer,1.0,beer cigar,2.0,miguel beer,2
beer knock,1.0,beer teacher,1.0,bull beer,1.0,beer opinion,2.0,piec beer,2
beer notaddwast,1.0,shame beer,1.0,approx beer,1.0,would beer,2.0,beer opinion,2
restock beer,1.0,beer repeat,1.0,near beer,1.0,beer hook,2.0,connect beer,2
beer notaddveri,1.0,killer beer,1.0,beer month,1.0,long beer,2.0,lose beer,2
