beer1,beer1freq,beer2,beer2freq,beer3,beer3freq,beer4,beer4freq,beer5,beer5freq
nd beer inform,1.0,say beer great,1.0,domest beer domest,1.0,five beer chose,1.0,local beer fridg,1
beer inform left,1.0,beer great price,1.0,beer domest beer,1.0,beer chose draft,1.0,beer fridg carri,1
nd beer frustrat,1.0,hour cheap beer,1.0,domest beer fan,1.0,great qualiti beer,1.0,recent anniversari beer,1
beer frustrat oaid,1.0,cheap beer wing,1.0,beer fan patron,1.0,beer food experi,1.0,anniversari beer this,1
frustrat oaid beer,1.0,beer wing slider,1.0,san bag beer,1.0,total complement beer,1.0,beer this show,1
oaid beer cash,1.0,beer select howev,1.0,bag beer staff,1.0,complement beer soju,1.0,delici perfect beer,1
beer cash ask,1.0,souffl husband beer,1.0,beer staff actual,1.0,beer soju drink,1.0,perfect beer calamari,1
minut his beer,1.0,husband beer pitcher,1.0,beer select saturday,1.0,larger group beer,1.0,beer calamari bread,1
his beer arriv,1.0,beer pitcher sangria,1.0,moon beer cold,1.0,group beer select,1.0,also reason beer,1
beer arriv warm,1.0,geez minut beer,1.0,climb wall beer,1.0,deal also beer,1.0,reason beer cocktail,1
serv finish beer,1.0,beer minut sinc,1.0,wall beer pong,1.0,also beer chose,1.0,staff beer wine,1
finish beer upon,1.0,help fill beer,1.0,beer pong full,1.0,beer chose deal,1.0,beer wine small,1
beer upon walk,1.0,beer glass hand,1.0,sometim cash beer,1.0,chose deal beer,1.0,experi delici beer,1
us serv beer,1.0,plus side beer,1.0,cash beer choic,1.0,deal beer drinker,1.0,delici beer ca,1
serv beer ladi,1.0,well good beer,1.0,beer choic sad,1.0,beer drinker unit,1.0,generous pour beer,1
beer ladi sell,1.0,left two beer,1.0,spot star beer,1.0,unit drink beer,1.0,pour beer brought,1
ladi sell beer,1.0,beer bar way,1.0,beer price floor,1.0,drink beer probabl,1.0,beer brought ici,1
sell beer ice,1.0,sport fan beer,1.0,door without beer,1.0,beer probabl best,1.0,enjoy select beer,1
beer ice keg,1.0,fan beer list,1.0,without beer far,1.0,menu awesom beer,1.0,decid oz beer,1
prici place beer,1.0,beer list super,1.0,beer far cheap,1.0,notaddbig great beer,1.0,oz beer tour,1
place beer like,1.0,without ferment beer,1.0,far cheap beer,1.0,good today beer,1.0,beer tour check,1
beer like wing,1.0,ferment beer season,1.0,cheap beer girl,1.0,tire beer cousin,1.0,though pack beer,1
rib fri beer,1.0,beer season guess,1.0,beer girl drink,1.0,beer cousin order,1.0,pack beer pong,1
fri beer batter,1.0,serv lot beer,1.0,choic way beer,1.0,coke no beer,1.0,beer pong tourney,1
beer batter beer,1.0,lot beer relat,1.0,way beer lot,1.0,ambianc beer wine,1.0,beer includ quit,1
beer batter no,1.0,beer relat cheap,1.0,beer lot draft,1.0,us wine beer,1.0,beer sampler watermelon,1
place love beer,1.0,usual split beer,1.0,one think beer,1.0,beer like thought,1.0,servic perfect beer,1
love beer want,1.0,split beer tower,1.0,think beer expens,1.0,flavor counterpart beer,1.0,beer cold great,1
beer want tri,1.0,beer tower friend,1.0,beer expens unless,1.0,counterpart beer well,1.0,right oven beer,1
sight empti beer,1.0,howev no beer,1.0,burnt put beer,1.0,beer well notaddadventur,1.0,oven beer cold,1
beer glass get,1.0,no beer tower,1.0,put beer batter,1.0,surpris part beer,1.0,fad tire beer,1
ran glasswar beer,1.0,beer tower instead,1.0,lucki one beer,1.0,part beer notaddpricey,1.0,tire beer sam,1
first beer anoth,1.0,signatur ipa beer,1.0,one beer ea,1.0,beer notaddpricey notaddeith,1.0,beer sam adam,1
beer anoth second,1.0,ipa beer ridicul,1.0,beer ea left,1.0,jimmi buff beer,1.0,bread better beer,1
cool also beer,1.0,beer ridicul put,1.0,brew play beer,1.0,buff beer ladi,1.0,better beer night,1
also beer has,1.0,say beer ask,1.0,beer pong jagermeist,1.0,beer ladi order,1.0,burger free beer,1
beer has vanilla,1.0,beer ask season,1.0,drink beer reason,1.0,four star beer,1.0,beer give free,1
get nice beer,1.0,ask season beer,1.0,beer reason way,1.0,draft beer bit,1.0,sake coupl beer,1
nice beer get,1.0,season beer option,1.0,notaddreview bad beer,1.0,beer bit drag,1.0,coupl beer reorder,1
beer get bare,1.0,beer option said,1.0,bad beer pong,1.0,great idea beer,1.0,beer reorder coupl,1
high abv beer,1.0,notaddown notaddb beer,1.0,beer pong late,1.0,idea beer cafe,1.0,look craft beer,1
abv beer pub,1.0,notaddb beer use,1.0,no beer chicken,1.0,beer cafe right,1.0,drink store beer,1
beer pub find,1.0,beer use make,1.0,beer chicken anymor,1.0,bottl beer bartend,1.0,store beer tap,1
order beer pint,1.0,still offer beer,1.0,tri beer figur,1.0,beer bartend gabbi,1.0,christian awesom beer,1
beer pint pour,1.0,offer beer tower,1.0,beer figur definit,1.0,relax belgian beer,1.0,second order beer,1
get stingi beer,1.0,beer tower pvc,1.0,beer though protip,1.0,beer cafe display,1.0,order beer brought,1
get three beer,1.0,pvc pipe beer,1.0,tasti taco beer,1.0,everi beer purchas,1.0,beer brought right,1
three beer wound,1.0,pipe beer like,1.0,taco beer noth,1.0,beer purchas worri,1.0,price afford beer,1
beer wound order,1.0,beer like call,1.0,goe pm beer,1.0,this though beer,1.0,afford beer food,1
fine obvious beer,1.0,well drink beer,1.0,pm beer wine,1.0,though beer nice,1.0,beer food tasti,1
obvious beer bar,1.0,drink beer still,1.0,experi okay beer,1.0,wait belgian beer,1.0,fan wine beer,1
beer bar feel,1.0,beer still happi,1.0,okay beer bartend,1.0,beer cafe has,1.0,order glass beer,1
great cold beer,1.0,notaddcocktail stick beer,1.0,beer bartend realli,1.0,firesid great beer,1.0,beer wine knowledg,1
cold beer varieti,1.0,stick beer list,1.0,unicorn ginger beer,1.0,great beer pizza,1.0,item choos beer,1
ask male beer,1.0,beer list love,1.0,ginger beer vodka,1.0,beer pizza mind,1.0,choos beer select,1
male beer shot,1.0,wide varieti beer,1.0,beer vodka cocktail,1.0,hole mediocr beer,1.0,without hesit beer,1
beer shot get,1.0,beer tap happi,1.0,heard pour beer,1.0,mediocr beer choic,1.0,hesit beer list,1
shot get beer,1.0,notaddsoon pros beer,1.0,pour beer snob,1.0,firesid averag beer,1.0,beer list fantast,1
beer ask women,1.0,pros beer tap,1.0,beer snob figur,1.0,averag beer choic,1.0,craft beer urban,1
last visit beer,1.0,beer tap gardein,1.0,notaddhop notaddfor beer,1.0,beer choic love,1.0,beer urban legend,1
visit beer hot,1.0,get third beer,1.0,notaddfor beer seem,1.0,great flavor beer,1.0,well beer soju,1
beer hot went,1.0,third beer sat,1.0,beer seem run,1.0,flavor beer foam,1.0,beer soju ah,1
bottl beer mimosa,1.0,taco beer nice,1.0,utilitarian want beer,1.0,beer foam notaddric,1.0,free beer promo,1
beer mimosa paid,1.0,beer nice option,1.0,want beer get,1.0,fine firesid beer,1.0,beer promo go,1
cylind non beer,1.0,notaddnam cocktail beer,1.0,get beer give,1.0,firesid beer tap,1.0,food beer incred,1
non beer drink,1.0,beer select noteworthi,1.0,beer give money,1.0,pizza beer servic,1.0,beer incred pleasant,1
beer drink crowd,1.0,japanes beer cocktail,1.0,seem know beer,1.0,beer servic know,1.0,wall dollar beer,1
warm beer order,1.0,beer cocktail milk,1.0,know beer realli,1.0,overcook fine beer,1.0,dollar beer til,1
beer order coor,1.0,energet sure beer,1.0,beer realli notaddhav,1.0,fine beer wine,1.0,beer til kinda,1
ok charg beer,1.0,sure beer wonder,1.0,would want beer,1.0,beer wine special,1.0,beer although would,1
charg beer serv,1.0,beer wonder best,1.0,want beer go,1.0,shuffleboard drink beer,1.0,game skeebal beer,1
beer would warm,1.0,menu select beer,1.0,beer go pay,1.0,drink beer listen,1.0,skeebal beer pong,1
clean next beer,1.0,select beer special,1.0,ok far beer,1.0,beer listen good,1.0,drink beer hahaha,1
next beer glass,1.0,beer special get,1.0,far beer go,1.0,tonic asid beer,1.0,beer hahaha come,1
beer glass dirti,1.0,has encyclopedia beer,1.0,beer go peopl,1.0,asid beer oz,1.0,peopl free beer,1
besid pour beer,1.0,encyclopedia beer expens,1.0,load lack beer,1.0,beer oz continu,1.0,free beer tast,1
pour beer old,1.0,beer expens bartend,1.0,lack beer varieti,1.0,address us beer,1.0,beer tast wednesday,1
beer old fashion,1.0,beer select miller,1.0,beer varieti serv,1.0,us beer request,1.0,bar came beer,1
could grab beer,1.0,select beer hit,1.0,littl expens beer,1.0,beer request apolog,1.0,came beer left,1
grab beer watch,1.0,beer hit anoth,1.0,expens beer usual,1.0,pay pizza beer,1.0,beer left haha,1
beer watch game,1.0,ncaa tournament beer,1.0,beer usual get,1.0,pizza beer rome,1.0,beer choos thank,1
glass beer notaddment,1.0,tournament beer select,1.0,friend lot beer,1.0,beer rome better,1.0,food superior beer,1
beer notaddment notaddw,1.0,pub like beer,1.0,lot beer like,1.0,casino margarita beer,1.0,superior beer select,1
no bueno beer,1.0,beer select quit,1.0,beer like beer,1.0,margarita beer pong,1.0,beverag alleg beer,1
bueno beer suck,1.0,quit irish beer,1.0,like beer corona,1.0,beer pong els,1.0,alleg beer this,1
beer suck somehow,1.0,irish beer well,1.0,beer corona bit,1.0,cultur discoveri beer,1.0,korean dish beer,1
bar half beer,1.0,beer well uk,1.0,lunch coupl beer,1.0,discoveri beer pong,1.0,dish beer karaok,1
half beer struck,1.0,curri chicken beer,1.0,coupl beer head,1.0,great hoppi beer,1.0,beer karaok also,1
beer struck good,1.0,chicken beer liver,1.0,beer head back,1.0,hoppi beer new,1.0,wing hous beer,1
expens bottl beer,1.0,beer liver pad,1.0,crowd lunch beer,1.0,beer new york,1.0,hous beer great,1
fill glass beer,1.0,second pint beer,1.0,lunch beer convers,1.0,readi anoth beer,1.0,beer great twice,1
glass beer tap,1.0,qualiti great beer,1.0,beer convers fun,1.0,anoth beer delight,1.0,moon beer oz,1
beer tap hilari,1.0,great beer tap,1.0,offer okay beer,1.0,beer delight see,1.0,beer oz realli,1
cup beer tap,1.0,good without beer,1.0,okay beer tap,1.0,ipa hoppi beer,1.0,recommend ginger beer,1
beer tap correct,1.0,without beer anoth,1.0,beer tap mediocr,1.0,hoppi beer thing,1.0,ginger beer along,1
might mixtur beer,1.0,beer anoth american,1.0,tabl use beer,1.0,tavern cold beer,1.0,beer along lemon,1
mixtur beer liquor,1.0,want craft beer,1.0,use beer pong,1.0,call name beer,1.0,tap grapefruit beer,1
beer liquor yucki,1.0,beer get free,1.0,drink beer three,1.0,name beer thirti,1.0,grapefruit beer realli,1
waitress order beer,1.0,poor excus beer,1.0,beer three hour,1.0,beer thirti need,1.0,beer realli tast,1
order beer manag,1.0,excus beer miller,1.0,usual crowd beer,1.0,us husband beer,1.0,treat giant beer,1
beer manag definit,1.0,beer miller pabst,1.0,crowd beer notaddinterest,1.0,husband beer play,1.0,beer pong man,1
this friend beer,1.0,high qualiti beer,1.0,beer notaddinterest notaddunless,1.0,beer play poker,1.0,great lot beer,1
friend beer this,1.0,qualiti beer bar,1.0,fri pitcher beer,1.0,good beer happi,1.0,servic order beer,1
beer this establish,1.0,beer bar go,1.0,pitcher beer cheesesteak,1.0,shelf ingredi beer,1.0,order beer notaddon,1
take advantag beer,1.0,noth special beer,1.0,beer cheesesteak good,1.0,ingredi beer bar,1.0,beer notaddon notaddi,1
advantag beer special,1.0,special beer list,1.0,special beer well,1.0,beer bar wait,1.0,wine beer alcohol,1
beer special serv,1.0,beer list select,1.0,beer well no,1.0,notaddpric two beer,1.0,beer alcohol infus,1
notaddit order beer,1.0,awesom mani beer,1.0,beer tap mechan,1.0,two beer salad,1.0,varieti choic beer,1
beer menu notaddit,1.0,mani beer last,1.0,afford sucker beer,1.0,beer salad simpl,1.0,choic beer draft,1
beer first last,1.0,beer last time,1.0,sucker beer mason,1.0,alcohol well beer,1.0,singl bottl beer,1
yes appar beer,1.0,serv flat beer,1.0,beer mason glass,1.0,well beer crowd,1.0,bottl beer larg,1
appar beer say,1.0,flat beer switch,1.0,vega around beer,1.0,beer crowd young,1.0,beer larg varieti,1
beer say appar,1.0,beer switch jameson,1.0,around beer compar,1.0,select way beer,1.0,has million beer,1
notadd read beer,1.0,unless drink beer,1.0,beer compar crown,1.0,way beer atmospher,1.0,nice specialti beer,1
read beer thing,1.0,warm beer servic,1.0,know uch beer,1.0,beer atmospher high,1.0,specialti beer tap,1
beer thing true,1.0,beer servic notaddfriend,1.0,uch beer go,1.0,drink ok beer,1.0,beer tap someth,1
notadd lot beer,1.0,new order beer,1.0,beer go would,1.0,respect order beer,1.0,beer great drink,1
lot beer game,1.0,order beer servic,1.0,special price beer,1.0,order beer combin,1.0,larg beer total,1
beer game whatbut,1.0,beer servic fine,1.0,price beer forth,1.0,beer combin plate,1.0,beer total great,1
like ask beer,1.0,ad salt beer,1.0,beer forth honesti,1.0,order glass beer,1.0,execut well beer,1
ask beer three,1.0,salt beer could,1.0,husband want beer,1.0,glass beer separ,1.0,well beer batter,1
beer three time,1.0,beer could eat,1.0,want beer one,1.0,beer separ cocktail,1.0,outsid order beer,1
got wrong beer,1.0,anoth tri beer,1.0,beer one tap,1.0,enough comp beer,1.0,order beer order,1
wrong beer someon,1.0,tri beer select,1.0,price beer well,1.0,second beer littl,1.0,beer order mac,1
price seven beer,1.0,beer select game,1.0,beer well noth,1.0,beer littl later,1.0,tap guy beer,1
seven beer bill,1.0,restaur order beer,1.0,go cocktail beer,1.0,select beer arrang,1.0,guy beer sampler,1
beer bill definit,1.0,order beer constant,1.0,cocktail beer offer,1.0,beer arrang menu,1.0,disappoint yummi beer,1
tabl grab beer,1.0,beer constant flag,1.0,play ton beer,1.0,notaddit burger beer,1.0,time beer lover,1
grab beer waitress,1.0,wait got beer,1.0,ton beer liquor,1.0,burger beer enjoy,1.0,beer lover check,1
wine beer anoth,1.0,got beer even,1.0,beer liquor would,1.0,one husband beer,1.0,menu knowledg beer,1
food aw beer,1.0,beer even heard,1.0,bottl beer found,1.0,husband beer drink,1.0,dessert addit beer,1
aw beer menu,1.0,also boast beer,1.0,beer found odd,1.0,beer drink strong,1.0,addit beer notaddani,1
beer menu bar,1.0,boast beer time,1.0,two beer later,1.0,tabl bottl beer,1.0,beer notaddani notaddway,1
round beer enjoy,1.0,beer time friend,1.0,beer later magic,1.0,bottl beer got,1.0,rotat sour beer,1
beer enjoy fine,1.0,order lot beer,1.0,town find beer,1.0,beer got us,1.0,sour beer pineappl,1
proceed second beer,1.0,notaddyou notaddord beer,1.0,find beer reason,1.0,row cent beer,1.0,beer pineappl yum,1
second beer night,1.0,notaddord beer fantast,1.0,back cold beer,1.0,cent beer pm,1.0,delici lavend beermosa,1
beer night insid,1.0,beer fantast sinc,1.0,beer would even,1.0,beer pm yes,1.0,lavend beermosa life,1
back beer menu,1.0,order got beer,1.0,good beer fill,1.0,wing beer hot,1.0,beermosa life need,1
beer menu show,1.0,got beer food,1.0,beer fill empti,1.0,bottl water beer,1.0,beer amaz ashley,1
ask check beer,1.0,beer food basic,1.0,beer great actual,1.0,tast mayb beer,1.0,dine select beer,1
check beer stay,1.0,wall full beer,1.0,around quit beer,1.0,mayb beer batter,1.0,select beer menu,1
beer stay manag,1.0,full beer tap,1.0,quit beer request,1.0,beer batter recommend,1.0,mix bucket beer,1
order beer chili,1.0,beer tap around,1.0,beer request one,1.0,two beer one,1.0,bucket beer whatev,1
beer chili sauc,1.0,touch craft beer,1.0,bite friend beer,1.0,beer one shot,1.0,beer whatev want,1
coldest draft beer,1.0,craft beer era,1.0,friend beer salad,1.0,fairi lot beer,1.0,perfect beer potstick,1
draft beer right,1.0,beer era restaur,1.0,beer salad good,1.0,lot beer bong,1.0,beer potstick delici,1
beer right serv,1.0,bacon craft beer,1.0,bartend friend beer,1.0,beer bong action,1.0,come beer dinner,1
two bottl beer,1.0,craft beer crowd,1.0,friend beer ice,1.0,high life beer,1.0,beer dinner one,1
bottl beer went,1.0,beer crowd happier,1.0,beer ice cold,1.0,life beer bong,1.0,alway fantast beer,1
beer went pts,1.0,item menu beer,1.0,also shot beer,1.0,beer bong said,1.0,ate taco beer,1
local spot beer,1.0,menu beer unfortun,1.0,beer combo avail,1.0,love vast beer,1.0,taco beer close,1
spot beer neighborhood,1.0,beer unfortun past,1.0,back specif beer,1.0,select beer sampler,1.0,beer close glad,1
beer neighborhood around,1.0,first beer chose,1.0,specif beer list,1.0,beer sampler pretti,1.0,pm got beer,1
mediocr food beer,1.0,beer chose dogfishhead,1.0,beer list need,1.0,beer select conveni,1.0,got beer sat,1
beer select sake,1.0,order wheat beer,1.0,tini draft beer,1.0,come relax beer,1.0,beer sat saw,1
pour beer ask,1.0,wheat beer brought,1.0,beer select dart,1.0,relax beer eaten,1.0,dress excel beer,1
get beer got,1.0,beer brought well,1.0,spot draft beer,1.0,beer eaten pretti,1.0,alway beer wine,1
beer got second,1.0,well wheat beer,1.0,draft beer forgot,1.0,area great beer,1.0,beer wine kind,1
warm beer food,1.0,wheat beer order,1.0,beer forgot everyth,1.0,price beer list,1.0,cevich point beer,1
beer food came,1.0,beer order someth,1.0,draft beer lot,1.0,beer list actual,1.0,order pitcher beer,1
beer must amaz,1.0,no beer final,1.0,beer lot food,1.0,good rare beer,1.0,pitcher beer chip,1
need anoth beer,1.0,beer final get,1.0,menu focus beer,1.0,rare beer list,1.0,hour insan beer,1
beer minut actual,1.0,ask get beer,1.0,focus beer avail,1.0,beer list chicago,1.0,insan beer patron,1
felt like beer,1.0,get beer fun,1.0,beer avail creativ,1.0,end beer price,1.0,beer patron nobodi,1
like beer no,1.0,beer fun togeth,1.0,particular beer ask,1.0,beer price get,1.0,chef beer say,1
beer no line,1.0,select bottl beer,1.0,beer ask second,1.0,special standard beer,1.0,beer say thank,1
ipa beer roll,1.0,big glass beer,1.0,no price beer,1.0,standard beer bartend,1.0,four star beer,1
beer roll eye,1.0,glass beer tap,1.0,beer menu this,1.0,beer bartend tri,1.0,star beer select,1
welcom ask beer,1.0,awesom want beer,1.0,star extens beer,1.0,beer price lot,1.0,pleas good beer,1
ask beer still,1.0,want beer go,1.0,beer list without,1.0,nacho great beer,1.0,anyth notaddspeci beer,1
beer still gave,1.0,beer go pizza,1.0,charg apart beer,1.0,burger pizza beer,1.0,notaddspeci beer batter,1
drink asahi beer,1.0,captain morgen beer,1.0,apart beer probabl,1.0,pizza beer wedg,1.0,craft beer normal,1
asahi beer go,1.0,morgen beer sever,1.0,beer probabl expens,1.0,beer wedg salad,1.0,beer normal beer,1
beer min set,1.0,beer sever mixer,1.0,though stick beer,1.0,alway friend beer,1.0,normal beer great,1
beer order concern,1.0,drink ipa beer,1.0,explor craft beer,1.0,foreign craft beer,1.0,beer great sound,1
paid one beer,1.0,ipa beer happi,1.0,craft beer scene,1.0,craft beer common,1.0,pitcher beer soju,1
